,value_factor,rho,p_val,no_items,no_pos,no_prop,p_bonferonni
261,1.0000069217193526,0.9964285714285712,2.4159793199703443e-15,16.0,15.0,3.0,2.4159793199703444e-12
262,0.9998093588456552,0.9878787878787878,9.307459988955517e-08,13.0,10.0,2.0,9.307459988955517e-05
263,1.0,1.0,0.0,16.0,11.0,3.0,0.0
264,0.953792828045251,0.8787878787878788,0.0008138621117322101,13.0,10.0,4.0,0.8138621117322101
265,0.9995590720730012,0.8881118881118882,0.00011413359814618011,16.0,12.0,2.0,0.11413359814618011
266,1.0,1.0,0.0,16.0,11.0,2.0,0.0
267,0.9915566000964666,0.9363636363636365,2.208207644917754e-05,16.0,11.0,3.0,0.02208207644917754
268,1.000391060052878,0.9823529411764707,1.3641238342610768e-11,22.0,16.0,4.0,1.3641238342610768e-08
269,1.0,1.0,0.0,25.0,17.0,3.0,0.0
270,1.0012361294173164,0.9964285714285712,2.4159793199703443e-15,18.0,15.0,3.0,2.4159793199703444e-12
271,1.0003652545555726,0.9970588235294118,5.0655883449921147e-17,21.0,16.0,2.0,5.065588344992115e-14
272,0.9963643867942934,0.8727272727272729,0.00045461505140964044,16.0,11.0,4.0,0.4546150514096404
273,1.0000010465893379,0.9970588235294118,5.0655883449921147e-17,18.0,16.0,4.0,5.065588344992115e-14
274,0.9742474028979424,0.9300699300699302,1.170222792865967e-05,13.0,12.0,4.0,0.011702227928659669
275,0.9961434794261811,0.9558823529411765,2.2056479022281597e-09,21.0,17.0,4.0,2.2056479022281598e-06
276,0.9945943184436354,0.8842105263157896,5.097789186801282e-07,27.0,19.0,4.0,0.0005097789186801282
277,0.9909540760418726,0.8852941176470588,5.147147576842463e-06,22.0,16.0,2.0,0.005147147576842463
278,1.0,1.0,0.0,17.0,15.0,2.0,0.0
279,1.018672086767693,0.6643356643356644,0.018452718028445437,16.0,12.0,4.0,18.452718028445435
280,0.9900717548140835,0.928921568627451,7.287799106752729e-08,26.0,17.0,2.0,7.287799106752728e-05
281,1.0098387750144995,0.9604395604395607,5.081053892329076e-08,18.0,14.0,3.0,5.0810538923290756e-05
282,1.001141181810151,0.9,1.5497934468685783e-07,28.0,19.0,4.0,0.00015497934468685783
283,0.9964219380361194,0.9632352941176472,5.740995055041279e-10,18.0,17.0,3.0,5.740995055041279e-07
284,1.0121297927849238,0.9510489510489512,2.0384246324655723e-06,18.0,12.0,2.0,0.002038424632465572
285,1.0,1.0,0.0,16.0,12.0,2.0,0.0
286,0.9983709499274891,0.9790209790209792,3.0898013985487064e-08,13.0,12.0,4.0,3.0898013985487066e-05
287,0.9847738402405212,0.9020979020979022,5.9978574465377e-05,14.0,12.0,4.0,0.059978574465377
288,0.9972866826227744,0.8241758241758241,0.00028870384974594366,21.0,14.0,4.0,0.28870384974594365
289,0.9998194225355111,0.9930069930069931,1.3016730560634403e-10,17.0,12.0,4.0,1.3016730560634403e-07
290,1.0002770615660017,0.9860139860139862,4.1168959116543284e-09,15.0,12.0,3.0,4.116895911654328e-06
291,1.0014912314635849,0.7727272727272727,0.005299487178643863,16.0,11.0,3.0,5.299487178643863
292,1.0005235486786108,0.9964912280701754,9.285165080058482e-20,22.0,19.0,2.0,9.285165080058481e-17
293,0.9986844691848499,0.6392857142857141,0.010288446619594207,18.0,15.0,4.0,10.288446619594207
294,1.0024008926409411,0.9823529411764707,1.3641238342610768e-11,21.0,16.0,3.0,1.3641238342610768e-08
295,1.0025755544678487,0.985294117647059,6.341615043472023e-13,25.0,17.0,3.0,6.341615043472023e-10
296,0.9889617986410246,0.9878787878787878,9.307459988955517e-08,12.0,10.0,3.0,9.307459988955517e-05
297,1.0000083120484313,0.9950980392156863,1.7220637266386493e-16,24.0,17.0,2.0,1.7220637266386493e-13
298,1.000003213067739,0.9945054945054945,3.909411051466979e-12,17.0,13.0,2.0,3.909411051466979e-09
299,0.9977722739925874,0.9456140350877192,1.0246374029085398e-09,25.0,19.0,3.0,1.0246374029085399e-06
300,1.0,1.0,0.0,16.0,12.0,2.0,0.0
301,1.0,1.0,0.0,15.0,13.0,2.0,0.0
302,1.000189402965013,0.956140350877193,1.706643162009303e-10,21.0,19.0,4.0,1.706643162009303e-07
303,1.0,1.0,0.0,19.0,18.0,2.0,0.0
304,0.9988819734534238,0.9473684210526316,7.800829220458973e-10,24.0,19.0,3.0,7.800829220458973e-07
305,1.0,1.0,0.0,12.0,11.0,2.0,0.0
306,0.9968049006960107,0.9681372549019608,1.9909901926022065e-10,25.0,17.0,3.0,1.9909901926022066e-07
307,1.0002374799283686,0.9938080495356036,1.065568864594519e-16,21.0,18.0,3.0,1.065568864594519e-13
308,0.9829433231960726,0.9236326109391124,4.568456687421577e-08,21.0,18.0,4.0,4.568456687421577e-05
309,1.0000265070447123,0.9970588235294118,5.0655883449921147e-17,23.0,16.0,4.0,5.065588344992115e-14
310,0.9981637193753429,0.9648351648351648,2.5304057544450237e-08,19.0,14.0,3.0,2.5304057544450237e-05
311,1.0087522764467363,0.914285714285714,1.8531121308926519e-06,19.0,15.0,4.0,0.0018531121308926518
312,0.9979321553482139,0.990909090909091,3.762571807085399e-09,16.0,11.0,4.0,3.762571807085399e-06
313,0.9970822337248502,0.8926728586171312,6.290980659201072e-07,25.0,18.0,4.0,0.0006290980659201072
314,0.9793255345034835,0.8272727272727273,0.001676973896452378,12.0,11.0,4.0,1.6769738964523782
315,0.997770028005359,0.9030303030303028,0.00034361219776328223,13.0,10.0,2.0,0.3436121977632822
316,1.0011599788803245,0.9803921568627453,5.40869606994842e-12,25.0,17.0,3.0,5.40869606994842e-09
